Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2004,2004,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2004,2004,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2004,2004,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,0,a,0,a
2004,2004,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2004,2004,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2004,2004,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,254,a,254,a
2004,2004,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
2004,2004,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2004,2004,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,,n,,n
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,,n,,n
2004,2004,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2004,2004,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2004,2004,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2004,2004,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2004,2004,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2004,2004,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2004,2004,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2004,2004,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,852,a,852,a
2005,2005,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,108,a,108,a
2005,2005,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2005,2005,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2005,2005,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2005,2005,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2005,2005,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,17944,a,17944,a
2005,2005,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,0,p,0,p
2005,2005,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2005,2005,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,350,p,350,p
2005,2005,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
2005,2005,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,227,a,227,a
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,,n,,n
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,,n,,n
2005,2005,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2005,2005,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2005,2005,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2005,2005,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2005,2005,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2005,2005,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2005,2005,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2005,2005,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,11,a,11,a
2006,2006,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
2006,2006,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,50,a,50,a
2006,2006,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
2006,2006,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
2006,2006,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
2006,2006,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,19805,a,19805,a
2006,2006,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,0,p,0,p
2006,2006,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,634,p,634,p
2006,2006,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2006,2006,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2006,2006,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,u,,u
2006,2006,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
2006,2006,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2006,2006,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
2006,2006,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
2006,2006,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
2007,2007,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
2007,2007,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
2007,2007,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,775,a,775,a
2007,2007,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
2007,2007,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
2007,2007,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
