Year,Année,ISO,Jurisdiction,Juridiction,Tenure (En),Tenure (Fr),Application Method,"Méthode d'application",Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1997,1997,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
1997,1997,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
1997,1997,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,22943,a,22943,a
1997,1997,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1997,1997,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1997,1997,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1997,1997,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
1997,1997,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1997,1997,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,963,a,963,a
1997,1997,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1997,1997,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,767,a,767,a
1997,1997,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
1997,1997,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1997,1997,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1997,1997,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1997,1997,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
1997,1997,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1997,1997,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
1997,1997,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1997,1997,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1997,1997,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1997,1997,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,n,,n
1997,1997,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1997,1997,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1997,1997,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1997,1997,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1997,1997,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
1997,1997,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1997,1997,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,5347,a,5347,a
1998,1998,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
1998,1998,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,535,a,535,a
1998,1998,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
1998,1998,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1998,1998,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1998,1998,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,1155,r,1155,r
1998,1998,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
1998,1998,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,1,r,1,r
1998,1998,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
1998,1998,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
1998,1998,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
1998,1998,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,5,a,5,a
1998,1998,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Aerial,Aérien,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Aerial,Aérien,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Ground,Sol,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Ground,Sol,,n,,n
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,NS,Nova Scotia,Nouvelle-Écosse,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Ground,Sol,,n,,n
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Aerial,Aérien,,u,,u
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Ground,Sol,,u,,u
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,NT,Northwest Territories,Territoires du Nord-Ouest,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,NU,Nunavut,Nunavut,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,ON,Ontario,Ontario,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,ON,Ontario,Ontario,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,ON,Ontario,Ontario,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,ON,Ontario,Ontario,Provincial land,Terres provinciales,Aerial,Aérien,,u,,u
1998,1998,ON,Ontario,Ontario,Private land,Terres privées,Aerial,Aérien,,u,,u
1998,1998,ON,Ontario,Ontario,Provincial land,Terres provinciales,Ground,Sol,,u,,u
1998,1998,ON,Ontario,Ontario,Private land,Terres privées,Ground,Sol,,u,,u
1998,1998,ON,Ontario,Ontario,Provincial land,Terres provinciales,Unspecified,Indéterminée,21485,a,21485,a
1998,1998,ON,Ontario,Ontario,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,PE,Prince Edward Island,Île-du-Prince-Édouard,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,QC,Quebec,Québec,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,QC,Quebec,Québec,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,QC,Quebec,Québec,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,QC,Quebec,Québec,Provincial land,Terres provinciales,Aerial,Aérien,3907,a,3907,a
1998,1998,QC,Quebec,Québec,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,QC,Quebec,Québec,Provincial land,Terres provinciales,Ground,Sol,206,a,206,a
1998,1998,QC,Quebec,Québec,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,QC,Quebec,Québec,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,QC,Quebec,Québec,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1998,1998,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Ground,Sol,,u,,u
1998,1998,SK,Saskatchewan,Saskatchewan,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,SK,Saskatchewan,Saskatchewan,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,SK,Saskatchewan,Saskatchewan,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1998,1998,YT,Yukon,Yukon,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1998,1998,YT,Yukon,Yukon,Federal land,Terres fédérales,Ground,Sol,,n,,n
1998,1998,YT,Yukon,Yukon,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1998,1998,YT,Yukon,Yukon,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1998,1998,YT,Yukon,Yukon,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1998,1998,YT,Yukon,Yukon,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1998,1998,YT,Yukon,Yukon,Private land,Terres privées,Ground,Sol,0,a,0,a
1998,1998,YT,Yukon,Yukon,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1998,1998,YT,Yukon,Yukon,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1999,1999,AB,Alberta,Alberta,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1999,1999,AB,Alberta,Alberta,Federal land,Terres fédérales,Ground,Sol,,u,,u
1999,1999,AB,Alberta,Alberta,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1999,1999,AB,Alberta,Alberta,Provincial land,Terres provinciales,Aerial,Aérien,1490,a,1490,a
1999,1999,AB,Alberta,Alberta,Private land,Terres privées,Aerial,Aérien,,u,,u
1999,1999,AB,Alberta,Alberta,Provincial land,Terres provinciales,Ground,Sol,49,a,49,a
1999,1999,AB,Alberta,Alberta,Private land,Terres privées,Ground,Sol,,u,,u
1999,1999,AB,Alberta,Alberta,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1999,1999,AB,Alberta,Alberta,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Aerial,Aérien,0,a,0,a
1999,1999,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Ground,Sol,0,a,0,a
1999,1999,BC,British Columbia,Colombie-Britannique,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1999,1999,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Aerial,Aérien,1408,r,1408,r
1999,1999,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Aerial,Aérien,0,r,0,r
1999,1999,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Ground,Sol,632,r,632,r
1999,1999,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Ground,Sol,0,r,0,r
1999,1999,BC,British Columbia,Colombie-Britannique,Provincial land,Terres provinciales,Unspecified,Indéterminée,0,r,0,r
1999,1999,BC,British Columbia,Colombie-Britannique,Private land,Terres privées,Unspecified,Indéterminée,0,r,0,r
1999,1999,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1999,1999,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Ground,Sol,,u,,u
1999,1999,MB,Manitoba,Manitoba,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1999,1999,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Aerial,Aérien,650,a,650,a
1999,1999,MB,Manitoba,Manitoba,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Private land,Terres privées,Ground,Sol,0,a,0,a
1999,1999,MB,Manitoba,Manitoba,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1999,1999,MB,Manitoba,Manitoba,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Ground,Sol,,u,,u
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Ground,Sol,0,a,0,a
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1999,1999,NB,New Brunswick,Nouveau-Brunswick,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Aerial,Aérien,,u,,u
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Ground,Sol,,u,,u
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Aerial,Aérien,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Aerial,Aérien,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Ground,Sol,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Ground,Sol,0,a,0,a
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Provincial land,Terres provinciales,Unspecified,Indéterminée,,u,,u
1999,1999,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Private land,Terres privées,Unspecified,Indéterminée,,u,,u
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Aerial,Aérien,,n,,n
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Ground,Sol,,n,,n
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Federal land,Terres fédérales,Unspecified,Indéterminée,,u,,u
